id	trait	ncase	group_name	year	author	consortium	sex	pmid	population	unit	sample_size	build	ncontrol	category	subcategory	ontology	note	mr	nsnp	priority	sd	N
eqtl-a-ENSG00000133477	ENSG00000133477		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16960	0		31684
eqtl-a-ENSG00000133488	ENSG00000133488		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17923	0		31684
eqtl-a-ENSG00000133561	ENSG00000133561		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	20006	0		31684
eqtl-a-ENSG00000133574	ENSG00000133574		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19890	0		31684
eqtl-a-ENSG00000133597	ENSG00000133597		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17262	0		31684
eqtl-a-ENSG00000133641	ENSG00000133641		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16808	0		31684
eqtl-a-ENSG00000133703	ENSG00000133703		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19990	0		31684
eqtl-a-ENSG00000133704	ENSG00000133704		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	21293	0		31684
eqtl-a-ENSG00000133706	ENSG00000133706		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17940	0		31684
eqtl-a-ENSG00000133731	ENSG00000133731		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18304	0		31684
eqtl-a-ENSG00000133739	ENSG00000133739		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16007	0		31684
eqtl-a-ENSG00000133742	ENSG00000133742		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16217	0		31684
eqtl-a-ENSG00000133789	ENSG00000133789		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18851	0		31684
eqtl-a-ENSG00000133805	ENSG00000133805		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19671	0		31684
eqtl-a-ENSG00000133808	ENSG00000133808		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	20242	0		31684
eqtl-a-ENSG00000133874	ENSG00000133874		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18506	0		31684
eqtl-a-ENSG00000133884	ENSG00000133884		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16433	0		31684
eqtl-a-ENSG00000133997	ENSG00000133997		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18968	0		31684
eqtl-a-ENSG00000134001	ENSG00000134001		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17835	0		31684
eqtl-a-ENSG00000134049	ENSG00000134049		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18478	0		31684
eqtl-a-ENSG00000134056	ENSG00000134056		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	14921	0		31684
eqtl-a-ENSG00000134057	ENSG00000134057		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15155	0		31684
eqtl-a-ENSG00000134061	ENSG00000134061		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19127	0		31684
eqtl-a-ENSG00000134077	ENSG00000134077		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19489	0		31684
eqtl-a-ENSG00000134107	ENSG00000134107		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	21386	0		31684
eqtl-a-ENSG00000134108	ENSG00000134108		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	21366	0		31684
eqtl-a-ENSG00000134183	ENSG00000134183		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17928	0		31684
eqtl-a-ENSG00000134186	ENSG00000134186		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17860	0		31684
eqtl-a-ENSG00000134222	ENSG00000134222		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17532	0		31684
eqtl-a-ENSG00000134243	ENSG00000134243		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17626	0		31684
eqtl-a-ENSG00000134253	ENSG00000134253		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17581	0		31684
eqtl-a-ENSG00000134256	ENSG00000134256		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17719	0		31684
eqtl-a-ENSG00000134278	ENSG00000134278		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19561	0		31684
eqtl-a-ENSG00000134283	ENSG00000134283		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	20299	0		31684
eqtl-a-ENSG00000134285	ENSG00000134285		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17550	0		31684
eqtl-a-ENSG00000134287	ENSG00000134287		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17505	0		31684
eqtl-a-ENSG00000134291	ENSG00000134291		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19401	0		31684
eqtl-a-ENSG00000134294	ENSG00000134294		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18236	0		31684
eqtl-a-ENSG00000134321	ENSG00000134321		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19306	0		31684
eqtl-a-ENSG00000134324	ENSG00000134324		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19699	0		31684
eqtl-a-ENSG00000134326	ENSG00000134326		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19299	0		31684
eqtl-a-ENSG00000134352	ENSG00000134352		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18716	0		31684
eqtl-a-ENSG00000134369	ENSG00000134369		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17993	0		31684
eqtl-a-ENSG00000134371	ENSG00000134371		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18339	0		31684
eqtl-a-ENSG00000134375	ENSG00000134375		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17958	0		31684
eqtl-a-ENSG00000134440	ENSG00000134440		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19432	0		31684
eqtl-a-ENSG00000134452	ENSG00000134452		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	22675	0		31684
eqtl-a-ENSG00000134453	ENSG00000134453		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	22524	0		31684
eqtl-a-ENSG00000134461	ENSG00000134461		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	22607	0		31684
eqtl-a-ENSG00000134470	ENSG00000134470		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	22685	0		31684
eqtl-a-ENSG00000134508	ENSG00000134508		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17170	0		31684
eqtl-a-ENSG00000134516	ENSG00000134516		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19730	0		31684
eqtl-a-ENSG00000134531	ENSG00000134531		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19009	0		31684
eqtl-a-ENSG00000134574	ENSG00000134574		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15836	0		31684
eqtl-a-ENSG00000134644	ENSG00000134644		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19666	0		31684
eqtl-a-ENSG00000134668	ENSG00000134668		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17471	0		31684
eqtl-a-ENSG00000134686	ENSG00000134686		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17337	0		31684
eqtl-a-ENSG00000134690	ENSG00000134690		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17949	0		31684
eqtl-a-ENSG00000134709	ENSG00000134709		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17538	0		31684
eqtl-a-ENSG00000134716	ENSG00000134716		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17571	0		31684
eqtl-a-ENSG00000134748	ENSG00000134748		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17653	0		31684
eqtl-a-ENSG00000134758	ENSG00000134758		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17775	0		31684
eqtl-a-ENSG00000134769	ENSG00000134769		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16862	0		31684
eqtl-a-ENSG00000134780	ENSG00000134780		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17652	0		31684
eqtl-a-ENSG00000134802	ENSG00000134802		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18435	0		31684
eqtl-a-ENSG00000134809	ENSG00000134809		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18226	0		31684
eqtl-a-ENSG00000134815	ENSG00000134815		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18787	0		31684
eqtl-a-ENSG00000134851	ENSG00000134851		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19196	0		31684
eqtl-a-ENSG00000134871	ENSG00000134871		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	20895	0		31684
eqtl-a-ENSG00000134884	ENSG00000134884		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19360	0		31684
eqtl-a-ENSG00000134899	ENSG00000134899		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19730	0		31684
eqtl-a-ENSG00000134909	ENSG00000134909		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18376	0		31684
eqtl-a-ENSG00000134982	ENSG00000134982		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	21108	0		31684
eqtl-a-ENSG00000134987	ENSG00000134987		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18967	0		31684
eqtl-a-ENSG00000134996	ENSG00000134996		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18954	0		31684
eqtl-a-ENSG00000135018	ENSG00000135018		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19187	0		31684
eqtl-a-ENSG00000135045	ENSG00000135045		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18867	0		31684
eqtl-a-ENSG00000135048	ENSG00000135048		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17965	0		31684
eqtl-a-ENSG00000135052	ENSG00000135052		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18385	0		31684
eqtl-a-ENSG00000135074	ENSG00000135074		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19076	0		31684
eqtl-a-ENSG00000135077	ENSG00000135077		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19275	0		31684
eqtl-a-ENSG00000135093	ENSG00000135093		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18327	0		31684
eqtl-a-ENSG00000135094	ENSG00000135094		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18719	0		31684
eqtl-a-ENSG00000135108	ENSG00000135108		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19053	0		31684
eqtl-a-ENSG00000135114	ENSG00000135114		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18209	0		31684
eqtl-a-ENSG00000135124	ENSG00000135124		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18258	0		31684
eqtl-a-ENSG00000135144	ENSG00000135144		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17712	0		31684
eqtl-a-ENSG00000135148	ENSG00000135148		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15954	0		31684
eqtl-a-ENSG00000135205	ENSG00000135205		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18403	0		31684
eqtl-a-ENSG00000135218	ENSG00000135218		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19163	0		31684
eqtl-a-ENSG00000135249	ENSG00000135249		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18877	0		31684
eqtl-a-ENSG00000135250	ENSG00000135250		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18918	0		31684
eqtl-a-ENSG00000135272	ENSG00000135272		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16761	0		31684
eqtl-a-ENSG00000135316	ENSG00000135316		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19499	0		31684
eqtl-a-ENSG00000135318	ENSG00000135318		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19455	0		31684
eqtl-a-ENSG00000135341	ENSG00000135341		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17994	0		31684
eqtl-a-ENSG00000135362	ENSG00000135362		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19275	0		31684
eqtl-a-ENSG00000135363	ENSG00000135363		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18269	0		31684
eqtl-a-ENSG00000135365	ENSG00000135365		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16607	0		31684
eqtl-a-ENSG00000135372	ENSG00000135372		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18673	0		31684
eqtl-a-ENSG00000135387	ENSG00000135387		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18565	0		31684
eqtl-a-ENSG00000135390	ENSG00000135390		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17318	0		31684
eqtl-a-ENSG00000135392	ENSG00000135392		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17788	0		31684
eqtl-a-ENSG00000135404	ENSG00000135404		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17959	0		31684
eqtl-a-ENSG00000135414	ENSG00000135414		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17952	0		31684
eqtl-a-ENSG00000135439	ENSG00000135439		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17285	0		31684
eqtl-a-ENSG00000135452	ENSG00000135452		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17305	0		31684
eqtl-a-ENSG00000135457	ENSG00000135457		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16695	0		31684
eqtl-a-ENSG00000135469	ENSG00000135469		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16828	0		31684
eqtl-a-ENSG00000135473	ENSG00000135473		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16714	0		31684
eqtl-a-ENSG00000135486	ENSG00000135486		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17489	0		31684
eqtl-a-ENSG00000135519	ENSG00000135519		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16284	0		31684
eqtl-a-ENSG00000135521	ENSG00000135521		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18598	0		31684
eqtl-a-ENSG00000135541	ENSG00000135541		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17328	0		31684
eqtl-a-ENSG00000135587	ENSG00000135587		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18030	0		31684
eqtl-a-ENSG00000135604	ENSG00000135604		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19047	0		31684
eqtl-a-ENSG00000135605	ENSG00000135605		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16991	0		31684
eqtl-a-ENSG00000135622	ENSG00000135622		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17544	0		31684
eqtl-a-ENSG00000135631	ENSG00000135631		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15748	0		31684
eqtl-a-ENSG00000135632	ENSG00000135632		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15845	0		31684
eqtl-a-ENSG00000135636	ENSG00000135636		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18483	0		31684
eqtl-a-ENSG00000135643	ENSG00000135643		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19172	0		31684
eqtl-a-ENSG00000135655	ENSG00000135655		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18769	0		31684
eqtl-a-ENSG00000135677	ENSG00000135677		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16643	0		31684
eqtl-a-ENSG00000135679	ENSG00000135679		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18690	0		31684
eqtl-a-ENSG00000135686	ENSG00000135686		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	24474	0		31684
eqtl-a-ENSG00000135709	ENSG00000135709		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	23464	0		31684
eqtl-a-ENSG00000135722	ENSG00000135722		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15516	0		31684
eqtl-a-ENSG00000135723	ENSG00000135723		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	15440	0		31684
eqtl-a-ENSG00000135736	ENSG00000135736		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19857	0		31684
eqtl-a-ENSG00000135749	ENSG00000135749		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	20438	0		31684
eqtl-a-ENSG00000135775	ENSG00000135775		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19381	0		31684
eqtl-a-ENSG00000135821	ENSG00000135821		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18344	0		31684
eqtl-a-ENSG00000135829	ENSG00000135829		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18111	0		31684
eqtl-a-ENSG00000135862	ENSG00000135862		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18091	0		31684
eqtl-a-ENSG00000135898	ENSG00000135898		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19002	0		31684
eqtl-a-ENSG00000135899	ENSG00000135899		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19134	0		31684
eqtl-a-ENSG00000135912	ENSG00000135912		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17280	0		31684
eqtl-a-ENSG00000135913	ENSG00000135913		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17307	0		31684
eqtl-a-ENSG00000135916	ENSG00000135916		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18911	0		31684
eqtl-a-ENSG00000135924	ENSG00000135924		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17614	0		31684
eqtl-a-ENSG00000135925	ENSG00000135925		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17340	0		31684
eqtl-a-ENSG00000135926	ENSG00000135926		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17619	0		31684
eqtl-a-ENSG00000135929	ENSG00000135929		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17340	0		31684
eqtl-a-ENSG00000135930	ENSG00000135930		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18633	0		31684
eqtl-a-ENSG00000135932	ENSG00000135932		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18706	0		31684
eqtl-a-ENSG00000135945	ENSG00000135945		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17309	0		31684
eqtl-a-ENSG00000135951	ENSG00000135951		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16718	0		31684
eqtl-a-ENSG00000135953	ENSG00000135953		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17557	0		31684
eqtl-a-ENSG00000135956	ENSG00000135956		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	14099	0		31684
eqtl-a-ENSG00000135960	ENSG00000135960		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18120	0		31684
eqtl-a-ENSG00000135999	ENSG00000135999		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	16618	0		31684
eqtl-a-ENSG00000136002	ENSG00000136002		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17510	0		31684
eqtl-a-ENSG00000136003	ENSG00000136003		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19037	0		31684
eqtl-a-ENSG00000136026	ENSG00000136026		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18235	0		31684
eqtl-a-ENSG00000136044	ENSG00000136044		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19312	0		31684
eqtl-a-ENSG00000136045	ENSG00000136045		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18851	0		31684
eqtl-a-ENSG00000136048	ENSG00000136048		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	18594	0		31684
eqtl-a-ENSG00000136051	ENSG00000136051		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	19290	0		31684
eqtl-a-ENSG00000136059	ENSG00000136059		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17676	0		31684
eqtl-a-ENSG00000136098	ENSG00000136098		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17121	0		31684
eqtl-a-ENSG00000136100	ENSG00000136100		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17187	0		31684
eqtl-a-ENSG00000136104	ENSG00000136104		public	2018	Vosa U	NA	Males and Females		European	NA	31684	HG19/GRCh37		NA	NA	NA	NA	1	17116	0		31684
